,admission_year,matric_gpa,study_year,current_gpa,monthly_allowance,scholarship,study_hours,classes_missed,failed_modules,gender_Female,gender_Male,faculty_AgriSciences,faculty_Arts & Social Sciences,faculty_Economic & Management Sciences,faculty_Education,faculty_Engineering,faculty_Law,faculty_Medicine and Health Services,faculty_Science,faculty_Unknown,accommodation_Non-private accommodation ie. Res,accommodation_Private accommodation/ stay with family/friends
253,2024,0.7178996837423118,5,-0.1230451026793605,8500.0,0,4.0,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
254,2024,-6.303336395294887,5,-0.1230451026793605,4500.0,0,7.0,7.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
255,2024,-1.4314582996364227,0,-1.353768950030269,4500.0,0,2.0,8.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0
256,2024,0.0014470226160669506,0,1.2307511294066389,6500.0,0,2.0,4.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,1
257,2024,-0.5717151062849289,5,-0.1230451026793605,4500.0,0,0.0,7.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1
258,2024,0.14473755484131592,5,-0.1230451026793605,4500.0,1,8.0,8.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
259,2024,-0.14184350960918202,0,-0.1230451026793605,5500.0,0,7.0,8.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
260,2024,0.14473755484131592,0,0.6153892057311846,8500.0,0,8.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
261,2024,-1.0015867029606758,5,-0.1230451026793605,4500.0,1,4.0,8.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1
262,2024,0.0014470226160669506,0,0.8615339752013663,6500.0,0,7.0,8.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
263,2024,1.205087493308159,0,-1.1076241805600873,4500.0,0,2.0,8.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0
264,2024,-0.7150056385101778,5,-0.1230451026793605,4500.0,0,4.0,8.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1
265,2024,0.7178996837423118,5,-0.1230451026793605,4500.0,0,8.0,7.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1
266,2024,0.5746091515170628,4,-0.49226225688463304,7500.0,0,8.0,8.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1
267,2024,0.0014470226160669506,5,-0.1230451026793605,8500.0,0,4.0,7.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,1
268,2024,-2.5777825574384146,0,1.1076787446715481,4500.0,0,2.0,7.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,1
269,2024,0.8611902159675607,0,0.36924443626100295,5500.0,1,7.0,4.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1
270,2024,1.0044807481928097,5,-0.1230451026793605,4500.0,0,2.0,4.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1
271,2024,-0.42842457405967993,0,-0.1230451026793605,5500.0,0,4.0,7.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,1
272,2024,0.43131861929181387,1,-0.24611748741445136,6500.0,0,8.0,8.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
273,2024,1.0044807481928097,1,1.2307511294066389,6500.0,0,8.0,2.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1
274,2024,2.509031336557924,4,-0.1230451026793605,4500.0,1,8.0,8.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1
275,2024,0.2880280870665649,5,-0.1230451026793605,4500.0,1,8.0,4.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1
276,2024,-0.5717151062849289,5,-0.1230451026793605,4500.0,1,2.0,8.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
277,2024,-0.285134041834431,0,-0.7384070263548148,5500.0,0,2.0,8.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1
278,2024,1.2910618126433078,0,0.7384615904662755,5500.0,0,7.0,7.0,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0
279,2024,-1.4314582996364227,1,0.36924443626100295,5500.0,0,8.0,2.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1
280,2024,-0.5717151062849289,0,-0.1230451026793605,5500.0,0,4.0,7.0,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0
281,2024,0.43131861929181387,5,-0.1230451026793605,4500.0,0,7.0,4.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1
282,2024,-1.8613298963121696,5,-0.1230451026793605,4500.0,0,7.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
283,2024,-0.8582961707354269,2,0.24617205152591207,8500.0,0,8.0,7.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1
284,2024,-0.285134041834431,1,-0.24611748741445136,8500.0,0,8.0,7.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1
